Issue key,File,Version Affected,Filename
HIVE-23230,itests/hive-unit/src/test/java/org/apache/hive/jdbc/TestNewGetSplitsFormatReturnPath.java,3.1.0,TestNewGetSplitsFormatReturnPath.java
HIVE-23230,ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDTFGetSplits.java,3.1.0,GenericUDTFGetSplits.java
HIVE-23265,ql/src/java/org/apache/hadoop/hive/ql/exec/vector/VectorLimitOperator.java,"3.1.0, 3.1.2",VectorLimitOperator.java
HIVE-23088,itests/util/src/main/java/org/apache/hadoop/hive/ql/QTestMiniClusters.java,3.1.2,QTestMiniClusters.java
HIVE-23088,itests/util/src/main/java/org/apache/hadoop/hive/ql/QTestRunnerUtils.java,3.1.2,QTestRunnerUtils.java
HIVE-23088,llap-server/src/java/org/apache/hadoop/hive/llap/log/LlapWrappedAppender.java,3.1.2,LlapWrappedAppender.java
HIVE-23088,ql/src/java/org/apache/hadoop/hive/ql/hooks/HookUtils.java,3.1.2,HookUtils.java
HIVE-22165,service/src/java/org/apache/hive/service/cli/session/SessionManager.java,"2.1.0, 2.3.2",SessionManager.java
HIVE-14296,service/src/java/org/apache/hive/service/cli/session/SessionManager.java,2.0.0,SessionManager.java
HIVE-23058,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/txn/compactor/TestCompactor.java,3.1.0,TestCompactor.java
HIVE-23058,ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/CompactorMR.java,3.1.0,CompactorMR.java
HIVE-23178,ql/src/java/org/apache/hadoop/hive/ql/exec/tez/TezTotalOrderPartitioner.java,"3.1.0, 3.1.1, 3.1.2",TezTotalOrderPartitioner.java
HIVE-23178,ql/src/test/org/apache/hadoop/hive/ql/exec/tez/TestTezTotalOrderPartitioner.java,"3.1.0, 3.1.1, 3.1.2",TestTezTotalOrderPartitioner.java
HIVE-23128,ql/src/java/org/apache/hadoop/hive/ql/ddl/table/create/show/ShowCreateTableAnalyzer.java,"2.4.0, 3.1.2",ShowCreateTableAnalyzer.java
HIVE-23128,ql/src/java/org/apache/hadoop/hive/ql/ddl/table/create/show/ShowCreateTableDesc.java,"2.4.0, 3.1.2",ShowCreateTableDesc.java
HIVE-23128,ql/src/java/org/apache/hadoop/hive/ql/ddl/table/create/show/ShowCreateTableOperation.java,"2.4.0, 3.1.2",ShowCreateTableOperation.java
HIVE-22566,itests/hcatalog-unit/src/test/java/org/apache/hive/hcatalog/listener/DummyRawStoreFailEvent.java,3.1.0,DummyRawStoreFailEvent.java
HIVE-22566,ql/src/java/org/apache/hadoop/hive/ql/metadata/Hive.java,3.1.0,Hive.java
HIVE-22566,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/HiveMetaStore.java,3.1.0,HiveMetaStore.java
HIVE-22566,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/ObjectStore.java,3.1.0,ObjectStore.java
HIVE-22566,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/RawStore.java,3.1.0,RawStore.java
HIVE-22566,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/cache/CachedStore.java,3.1.0,CachedStore.java
HIVE-22566,standalone-metastore/metastore-server/src/test/java/org/apache/hadoop/hive/metastore/DummyRawStoreControlledCommit.java,3.1.0,DummyRawStoreControlledCommit.java
HIVE-22566,standalone-metastore/metastore-server/src/test/java/org/apache/hadoop/hive/metastore/DummyRawStoreForJdoConnection.java,3.1.0,DummyRawStoreForJdoConnection.java
HIVE-22948,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/security/authorization/plugin/TestHiveAuthorizerCheckInvocation.java,"3.1.2, 4.0.0",TestHiveAuthorizerCheckInvocation.java
HIVE-22948,ql/src/java/org/apache/hadoop/hive/ql/Context.java,"3.1.2, 4.0.0",Context.java
HIVE-22948,ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java,"3.1.2, 4.0.0",SemanticAnalyzer.java
HIVE-22853,beeline/src/java/org/apache/hive/beeline/BeeLine.java,4.0.0,BeeLine.java
HIVE-22853,beeline/src/java/org/apache/hive/beeline/BeeLineOpts.java,4.0.0,BeeLineOpts.java
HIVE-22955,upgrade-acid/pre-upgrade/src/main/java/org/apache/hadoop/hive/upgrade/acid/PreUpgradeTool.java,4.0.0,PreUpgradeTool.java
HIVE-22955,upgrade-acid/pre-upgrade/src/test/java/org/apache/hadoop/hive/upgrade/acid/TestPreUpgradeTool.java,4.0.0,TestPreUpgradeTool.java
HIVE-22901,common/src/java/org/apache/hadoop/hive/conf/HiveConf.java,3.1.2,HiveConf.java
HIVE-22901,common/src/java/org/apache/hadoop/hive/conf/SystemVariables.java,3.1.2,SystemVariables.java
HIVE-22901,common/src/test/org/apache/hadoop/hive/conf/TestSystemVariables.java,3.1.2,TestSystemVariables.java
HIVE-22901,itests/hive-unit/src/test/java/org/apache/hive/jdbc/TestRestrictedList.java,3.1.2,TestRestrictedList.java
HIVE-21778,ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveProjectFilterPullUpConstantsRule.java,"2.3.5, 4.0.0",HiveProjectFilterPullUpConstantsRule.java
HIVE-21778,ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/translator/ASTBuilder.java,"2.3.5, 4.0.0",ASTBuilder.java
HIVE-21778,ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/translator/TypeConverter.java,"2.3.5, 4.0.0",TypeConverter.java
HIVE-21218,kafka-handler/src/java/org/apache/hadoop/hive/kafka/KafkaSerDe.java,3.1.1,KafkaSerDe.java
HIVE-21218,kafka-handler/src/test/org/apache/hadoop/hive/kafka/AvroBytesConverterTest.java,3.1.1,AvroBytesConverterTest.java
HIVE-21218,kafka-handler/src/test/resources/SimpleRecord.avsc,3.1.1,SimpleRecord.avsc
HIVE-21218,serde/src/java/org/apache/hadoop/hive/serde2/avro/AvroSerdeUtils.java,3.1.1,AvroSerdeUtils.java
HIVE-22945,ql/src/java/org/apache/hadoop/hive/ql/optimizer/ConstantPropagateProcFactory.java,3.2.0,ConstantPropagateProcFactory.java
HIVE-21660,ql/src/java/org/apache/hadoop/hive/ql/parse/GenTezUtils.java,3.1.1,GenTezUtils.java
HIVE-22988,llap-tez/src/java/org/apache/hadoop/hive/llap/tezplugins/LlapTaskSchedulerService.java,4.0.0,LlapTaskSchedulerService.java
HIVE-22982,common/src/java/org/apache/hadoop/hive/conf/HiveConf.java,4.0.0,HiveConf.java
HIVE-22982,ql/src/java/org/apache/hadoop/hive/ql/exec/TopNKeyOperator.java,4.0.0,TopNKeyOperator.java
HIVE-22982,ql/src/java/org/apache/hadoop/hive/ql/exec/vector/VectorTopNKeyOperator.java,4.0.0,VectorTopNKeyOperator.java
HIVE-22982,ql/src/java/org/apache/hadoop/hive/ql/exec/vector/wrapper/VectorHashKeyWrapperBatch.java,4.0.0,VectorHashKeyWrapperBatch.java
HIVE-22982,ql/src/java/org/apache/hadoop/hive/ql/exec/vector/wrapper/VectorHashKeyWrapperGeneralComparator.java,4.0.0,VectorHashKeyWrapperGeneralComparator.java
HIVE-22982,ql/src/java/org/apache/hadoop/hive/ql/plan/TopNKeyDesc.java,4.0.0,TopNKeyDesc.java
HIVE-22982,ql/src/test/org/apache/hadoop/hive/ql/exec/TestTopNKeyFilter.java,4.0.0,TestTopNKeyFilter.java
HIVE-22033,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/security/TokenStoreDelegationTokenSecretManager.java,2.3.5,TokenStoreDelegationTokenSecretManager.java
HIVE-22527,ql/src/java/org/apache/hadoop/hive/ql/exec/tez/TezSessionPoolManager.java,"3.1.0, 3.1.1",TezSessionPoolManager.java
HIVE-22903,ql/src/java/org/apache/hadoop/hive/ql/exec/vector/ptf/VectorPTFOperator.java,4.0.0,VectorPTFOperator.java
HIVE-22453,ql/src/java/org/apache/hadoop/hive/ql/ddl/table/info/desc/DescTableOperation.java,"2.3.6, 3.1.2",DescTableOperation.java
HIVE-22824,ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/reloperators/HiveProject.java,4.0.0,HiveProject.java
HIVE-22824,ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveJoinProjectTransposeRule.java,4.0.0,HiveJoinProjectTransposeRule.java
HIVE-22824,ql/src/java/org/apache/hadoop/hive/ql/parse/CalcitePlanner.java,4.0.0,CalcitePlanner.java
HIVE-22824,ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java,4.0.0,SemanticAnalyzer.java
HIVE-21487,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/txn/TxnDbUtil.java,3.1.1,TxnDbUtil.java
HIVE-20948,ql/src/java/org/apache/hadoop/hive/ql/exec/FileSinkOperator.java,4.0.0,FileSinkOperator.java
HIVE-20948,ql/src/java/org/apache/hadoop/hive/ql/exec/tez/SplitGrouper.java,4.0.0,SplitGrouper.java
HIVE-20948,ql/src/java/org/apache/hadoop/hive/ql/io/AcidUtils.java,4.0.0,AcidUtils.java
HIVE-20948,ql/src/java/org/apache/hadoop/hive/ql/plan/FileSinkDesc.java,4.0.0,FileSinkDesc.java
HIVE-20948,ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/CompactorMR.java,4.0.0,CompactorMR.java
HIVE-20948,ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/MajorQueryCompactor.java,4.0.0,MajorQueryCompactor.java
HIVE-20948,ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/MinorQueryCompactor.java,4.0.0,MinorQueryCompactor.java
HIVE-20948,ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/QueryCompactor.java,4.0.0,QueryCompactor.java
HIVE-22898,ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcRecordUpdater.java,4.0.0,OrcRecordUpdater.java
HIVE-22898,ql/src/test/org/apache/hadoop/hive/ql/io/orc/TestOrcRecordUpdater.java,4.0.0,TestOrcRecordUpdater.java
HIVE-22905,ql/src/java/org/apache/hadoop/hive/ql/Driver.java,3.1.2,Driver.java
HIVE-21164,common/src/java/org/apache/hadoop/hive/conf/HiveConf.java,3.1.1,HiveConf.java
HIVE-21164,hcatalog/streaming/src/test/org/apache/hive/hcatalog/streaming/TestStreaming.java,3.1.1,TestStreaming.java
HIVE-21164,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/TestAcidOnTez.java,3.1.1,TestAcidOnTez.java
HIVE-21164,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/history/TestHiveHistory.java,3.1.1,TestHiveHistory.java
HIVE-21164,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/txn/compactor/CompactorTestUtil.java,3.1.1,CompactorTestUtil.java
HIVE-21164,ql/src/java/org/apache/hadoop/hive/ql/exec/AbstractFileMergeOperator.java,3.1.1,AbstractFileMergeOperator.java
HIVE-21164,ql/src/java/org/apache/hadoop/hive/ql/exec/FileSinkOperator.java,3.1.1,FileSinkOperator.java
HIVE-21164,ql/src/java/org/apache/hadoop/hive/ql/exec/MoveTask.java,3.1.1,MoveTask.java
HIVE-21164,ql/src/java/org/apache/hadoop/hive/ql/exec/Utilities.java,3.1.1,Utilities.java
HIVE-21164,ql/src/java/org/apache/hadoop/hive/ql/io/AcidInputFormat.java,3.1.1,AcidInputFormat.java
HIVE-21164,ql/src/java/org/apache/hadoop/hive/ql/io/AcidOutputFormat.java,3.1.1,AcidOutputFormat.java
HIVE-21164,ql/src/java/org/apache/hadoop/hive/ql/io/AcidUtils.java,3.1.1,AcidUtils.java
HIVE-21164,ql/src/java/org/apache/hadoop/hive/ql/io/HiveFileFormatUtils.java,3.1.1,HiveFileFormatUtils.java
HIVE-21164,ql/src/java/org/apache/hadoop/hive/ql/io/RecordUpdater.java,3.1.1,RecordUpdater.java
HIVE-21164,ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcInputFormat.java,3.1.1,OrcInputFormat.java
HIVE-21164,ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcOutputFormat.java,3.1.1,OrcOutputFormat.java
HIVE-21164,ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcRawRecordMerger.java,3.1.1,OrcRawRecordMerger.java
HIVE-21164,ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcRecordUpdater.java,3.1.1,OrcRecordUpdater.java
HIVE-21164,ql/src/java/org/apache/hadoop/hive/ql/io/orc/VectorizedOrcAcidRowBatchReader.java,3.1.1,VectorizedOrcAcidRowBatchReader.java
HIVE-21164,ql/src/java/org/apache/hadoop/hive/ql/metadata/Hive.java,3.1.1,Hive.java
HIVE-21164,ql/src/java/org/apache/hadoop/hive/ql/optimizer/GenMapRedUtils.java,3.1.1,GenMapRedUtils.java
HIVE-21164,ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java,3.1.1,SemanticAnalyzer.java
HIVE-21164,ql/src/java/org/apache/hadoop/hive/ql/parse/spark/GenSparkUtils.java,3.1.1,GenSparkUtils.java
HIVE-21164,ql/src/java/org/apache/hadoop/hive/ql/plan/FileSinkDesc.java,3.1.1,FileSinkDesc.java
HIVE-21164,ql/src/java/org/apache/hadoop/hive/ql/plan/LoadTableDesc.java,3.1.1,LoadTableDesc.java
HIVE-21164,ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/CompactorMR.java,3.1.1,CompactorMR.java
HIVE-21164,ql/src/java/org/apache/hadoop/hive/ql/util/UpgradeTool.java,3.1.1,UpgradeTool.java
HIVE-21164,ql/src/test/org/apache/hadoop/hive/ql/TestTxnAddPartition.java,3.1.1,TestTxnAddPartition.java
HIVE-21164,ql/src/test/org/apache/hadoop/hive/ql/TestTxnCommands.java,3.1.1,TestTxnCommands.java
HIVE-21164,ql/src/test/org/apache/hadoop/hive/ql/TestTxnCommands2.java,3.1.1,TestTxnCommands2.java
HIVE-21164,ql/src/test/org/apache/hadoop/hive/ql/TestTxnCommands3.java,3.1.1,TestTxnCommands3.java
