Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,MaxCyclomatic,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,CountDeclFileCode,CountDeclFileHeader,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethodConst,CountDeclMethodFriend,CountLineInactive,CountLinePreprocessor,CountStmtEmpty,CountCCViol,CountCCViolType,CCViolDensityLine,CCViolDensityCode,BugStatus,Priority,LinesAdded,LinesDeleted,CommitCount,DeveloperCount,BugFixCount,CumulativeDeveloperCount,AverageTimeBetweenChanges,CumulativeCommitCount,ChangedComments,UnchangedComments,CumulativeChangedComments,CumulativeUnchangedComments,CumulativeAverageTimeBetweenChanges,AverageExpertise,MinimumExpertise
AbstractCorrelationProcCtx.java,4.0,0.0,4.0,0.0,1.0,2.0,6.0,6.0,2.0,1.0,0.0,0.0,8.0,0.0,8.0,8.0,5.0,8.0,8.0,0.0,0.0,0.0,8.0,33.0,80.0,14.0,44.0,23.0,12.0,22.0,9.0,26.0,35.0,23.0,12.0,7.0,1.0,1.0,0.0,70.0,70.0,"0,50",8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",0.0,0.0,28.0,0.0,4.0,3.0,1.0,3.0,8278.0,4.0,0.0,4.0,0.0,4.0,8278.0,1.3333333333333333,1.0
AbstractDeserializer.java,0.0,0.0,0.0,0.0,0.0,3.0,16.0,16.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,6.0,0.0,0.0,0.0,4.0,3.0,68.0,8.0,11.0,10.0,0.0,49.0,3.0,9.0,10.0,10.0,0.0,1.0,0.0,1.0,0.0,50.0,50.0,"4,45",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractEncodingAwareSerDe.java,8.0,0.0,8.0,0.0,2.0,1.0,12.0,12.0,1.0,1.0,0.0,1.0,3.0,0.0,7.0,7.0,1.0,7.0,16.0,0.0,0.0,4.0,3.0,26.0,87.0,12.0,43.0,27.0,11.0,32.0,17.0,23.0,30.0,21.0,11.0,6.0,2.0,2.0,1.0,0.0,0.0,"0,74",6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",0.0,0.0,36.0,11.0,7.0,7.0,1.0,7.0,5037.142857142857,7.0,0.0,7.0,0.0,7.0,5037.142857142857,1.0,1.0
AbstractExpression.java,8.0,0.0,8.0,0.0,2.0,1.0,15.0,15.0,34.0,1.0,0.0,1.0,11.0,0.0,12.0,12.0,2.0,12.0,12.0,0.0,0.0,10.0,2.0,100.0,150.0,16.0,121.0,59.0,56.0,13.0,43.0,82.0,105.0,58.0,63.0,22.0,3.0,1.0,2.0,91.0,91.0,"0,11",22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",0.0,0.0,150.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
AbstractFileMergeOperator.java,20.0,1.0,16.0,4.0,3.0,2.0,17.0,17.0,2.0,1.0,0.0,2.0,10.0,0.0,10.0,10.0,16.0,10.0,120.0,0.0,2.0,4.0,4.0,52.0,279.0,21.0,195.0,66.0,115.0,63.0,68.0,105.0,137.0,59.0,91.0,28.0,8.0,2.0,5.0,76.0,71.0,"0,32",30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",1.0,3.0,323.0,41.0,9.0,6.0,0.0,6.0,392331.6666666667,9.0,0.0,9.0,0.0,9.0,392331.6666666667,1.5,1.0
AbstractFilterStringColLikeStringScalar.java,12.0,1.0,11.0,1.0,3.0,1.0,14.0,14.0,2.0,9.0,0.0,1.0,23.0,0.0,26.0,26.0,14.0,26.0,23.0,7.0,1.0,1.0,17.0,31.0,429.0,56.0,296.0,86.0,156.0,77.0,22.0,139.0,217.0,92.0,127.0,34.0,24.0,2.0,5.0,73.0,73.0,"0,26",68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractGenericUDAFResolver.java,9.0,1.0,8.0,0.0,2.0,2.0,6.0,6.0,21.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,56.0,6.0,23.0,12.0,6.0,27.0,7.0,6.0,10.0,6.0,4.0,3.0,2.0,1.0,1.0,0.0,0.0,"1,17",3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractGenericUDFEWAHBitmapBop.java,15.0,1.0,13.0,0.0,2.0,1.0,22.0,22.0,2.0,1.0,0.0,0.0,6.0,0.0,7.0,7.0,3.0,7.0,41.0,1.0,0.0,3.0,3.0,19.0,146.0,19.0,106.0,49.0,58.0,21.0,32.0,59.0,75.0,46.0,43.0,13.0,4.0,2.0,1.0,67.0,61.0,"0,20",14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",0.0,0.0,2.0,22.0,2.0,2.0,0.0,2.0,3482.0,2.0,0.0,2.0,0.0,2.0,3482.0,1.0,1.0
AbstractGenericUDFReflect.java,15.0,0.0,14.0,1.0,3.0,1.0,14.0,14.0,2.0,1.0,0.0,0.0,4.0,0.0,5.0,5.0,4.0,5.0,39.0,3.0,0.0,1.0,1.0,30.0,108.0,11.0,71.0,25.0,37.0,26.0,26.0,40.0,54.0,27.0,29.0,13.0,6.0,2.0,3.0,50.0,50.0,"0,37",13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",0.0,0.0,2.0,20.0,2.0,2.0,0.0,2.0,3482.0,2.0,0.0,2.0,0.0,2.0,3482.0,1.0,1.0
AbstractHBaseKeyFactory.java,5.0,0.0,5.0,0.0,1.0,2.0,14.0,14.0,2.0,1.0,0.0,0.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,8.0,53.0,8.0,28.0,19.0,5.0,17.0,8.0,17.0,21.0,16.0,5.0,3.0,1.0,1.0,0.0,67.0,67.0,"0,61",3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractHBaseKeyPredicateDecomposer.java,16.0,2.0,12.0,3.0,2.0,1.0,13.0,13.0,1.0,1.0,0.0,1.0,2.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,2.0,1.0,7.0,80.0,10.0,38.0,19.0,18.0,32.0,16.0,25.0,30.0,18.0,16.0,4.0,3.0,1.0,2.0,0.0,0.0,"0,84",4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",0.0,0.0,8.0,8.0,2.0,2.0,0.0,2.0,1730.5,2.0,0.0,2.0,0.0,2.0,1730.5,1.0,1.0
AbstractHiveAuthorizer.java,8.0,0.0,4.0,4.0,1.0,2.0,3.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,41.0,4.0,7.0,4.0,1.0,30.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,"4,29",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",0.0,0.0,41.0,0.0,1.0,1.0,0.0,1.0,90271.0,1.0,0.0,1.0,0.0,1.0,90271.0,1.0,1.0
AbstractHiveService.java,6.0,0.0,4.0,2.0,1.0,1.0,7.0,7.0,1.0,1.0,0.0,0.0,17.0,0.0,17.0,17.0,6.0,17.0,17.0,0.0,0.0,3.0,14.0,69.0,159.0,22.0,78.0,30.0,30.0,59.0,22.0,36.0,58.0,31.0,28.0,19.0,2.0,1.0,1.0,81.0,78.0,"0,76",20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",0.0,0.0,3.0,3.0,1.0,1.0,0.0,1.0,2954968.0,1.0,0.0,1.0,0.0,1.0,2954968.0,1.0,1.0
AbstractIndexHandler.java,6.0,0.0,6.0,0.0,2.0,2.0,9.0,9.0,1.0,1.0,1.0,0.0,3.0,0.0,3.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,2.0,58.0,7.0,28.0,14.0,9.0,23.0,9.0,17.0,23.0,14.0,10.0,5.0,3.0,1.0,2.0,0.0,0.0,"0,82",5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractJoinTaskDispatcher.java,26.0,1.0,21.0,4.0,5.0,2.0,21.0,21.0,2.0,1.0,0.0,0.0,5.0,0.0,6.0,6.0,1.0,6.0,6.0,0.0,0.0,2.0,4.0,21.0,186.0,14.0,129.0,51.0,68.0,43.0,38.0,63.0,97.0,49.0,60.0,24.0,7.0,1.0,5.0,20.0,20.0,"0,33",25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",0.0,0.0,2.0,5.0,1.0,1.0,0.0,1.0,3232.0,1.0,0.0,1.0,0.0,1.0,3232.0,1.0,1.0
AbstractMapJoinOperator.java,9.0,1.0,8.0,0.0,1.0,2.0,12.0,12.0,3.0,1.0,0.0,1.0,7.0,0.0,7.0,7.0,5.0,7.0,153.0,0.0,0.0,3.0,4.0,22.0,120.0,20.0,75.0,40.0,33.0,26.0,25.0,42.0,54.0,33.0,25.0,7.0,3.0,3.0,1.0,80.0,80.0,"0,35",10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",1.0,3.0,32.0,33.0,8.0,5.0,0.0,5.0,314041.125,8.0,0.0,8.0,0.0,8.0,314041.125,1.6,1.0
AbstractMapJoinTableContainer.java,4.0,0.0,4.0,0.0,1.0,2.0,5.0,5.0,1.0,1.0,1.0,2.0,4.0,0.0,4.0,3.0,1.0,4.0,4.0,0.0,0.0,3.0,1.0,9.0,51.0,8.0,25.0,14.0,9.0,18.0,6.0,14.0,19.0,13.0,7.0,3.0,1.0,1.0,0.0,25.0,25.0,"0,72",4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractOperatorDesc.java,4.0,0.0,4.0,0.0,1.0,2.0,7.0,7.0,30.0,1.0,0.0,0.0,11.0,0.0,11.0,11.0,5.0,11.0,11.0,0.0,0.0,0.0,11.0,42.0,87.0,17.0,53.0,30.0,13.0,17.0,11.0,20.0,32.0,21.0,11.0,11.0,1.0,1.0,0.0,82.0,82.0,"0,32",11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",1.0,3.0,126.0,27.0,18.0,10.0,0.0,10.0,22399.722222222223,18.0,0.0,18.0,0.0,18.0,22399.722222222223,1.8,1.0
AbstractOutputFormat.java,12.0,1.0,11.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,4.0,4.0,3.0,0.0,0.0,1.0,4.0,50.0,8.0,17.0,8.0,8.0,25.0,6.0,11.0,14.0,8.0,7.0,2.0,2.0,1.0,1.0,0.0,0.0,"1,47",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractParquetMapInspector.java,10.0,1.0,9.0,0.0,3.0,2.0,9.0,9.0,3.0,1.0,0.0,0.0,13.0,0.0,13.0,13.0,2.0,13.0,13.0,0.0,0.0,0.0,13.0,30.0,173.0,26.0,134.0,48.0,68.0,13.0,27.0,57.0,90.0,37.0,58.0,32.0,10.0,1.0,2.0,62.0,62.0,"0,10",33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",0.0,0.0,63.0,77.0,10.0,6.0,0.0,6.0,430405.7,10.0,0.0,10.0,0.0,10.0,430405.7,1.6666666666666667,1.0
AbstractPrimitiveJavaObjectInspector.java,4.0,0.0,4.0,0.0,1.0,1.0,2.0,2.0,19.0,1.0,0.0,0.0,5.0,0.0,5.0,5.0,0.0,5.0,15.0,0.0,0.0,2.0,3.0,2.0,49.0,6.0,23.0,12.0,5.0,20.0,3.0,7.0,13.0,8.0,5.0,3.0,1.0,2.0,0.0,0.0,0.0,"0,87",5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractPrimitiveLazyObjectInspector.java,4.0,0.0,4.0,0.0,1.0,1.0,3.0,3.0,17.0,1.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0,4.0,14.0,0.0,0.0,2.0,2.0,8.0,48.0,6.0,22.0,13.0,4.0,20.0,3.0,9.0,14.0,10.0,4.0,3.0,2.0,2.0,0.0,0.0,0.0,"0,91",5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractPrimitiveObjectInspector.java,7.0,0.0,4.0,3.0,1.0,2.0,7.0,7.0,3.0,1.0,0.0,0.0,10.0,0.0,10.0,10.0,1.0,10.0,10.0,0.0,0.0,2.0,8.0,24.0,107.0,13.0,46.0,25.0,10.0,48.0,14.0,15.0,26.0,16.0,10.0,8.0,1.0,1.0,0.0,20.0,20.0,"1,04",10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",0.0,0.0,5.0,0.0,5.0,4.0,0.0,4.0,15486.2,5.0,0.0,5.0,0.0,5.0,15486.2,1.25,1.0
AbstractPrimitiveWritableObjectInspector.java,4.0,0.0,4.0,0.0,1.0,1.0,2.0,2.0,17.0,1.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0,4.0,14.0,0.0,0.0,2.0,2.0,1.0,46.0,6.0,20.0,11.0,4.0,20.0,2.0,6.0,11.0,7.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0,"1,00",4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AbstractRecordWriter.java,13.0,0.0,12.0,1.0,3.0,2.0,39.0,39.0,2.0,1.0,1.0,1.0,13.0,0.0,18.0,17.0,12.0,18.0,18.0,1.0,5.0,6.0,6.0,53.0,273.0,31.0,200.0,82.0,101.0,43.0,69.0,110.0,142.0,77.0,77.0,26.0,8.0,1.0,2.0,85.0,78.0,"0,21",34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",0.0,0.0,264.0,69.0,19.0,10.0,0.0,10.0,7607.631578947368,19.0,0.0,19.0,0.0,19.0,7607.631578947368,1.9,1.0
AbstractRowContainer.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,26.0,59.0,10.0,14.0,12.0,0.0,35.0,4.0,10.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"2,50",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",0.0,0.0,33.0,0.0,3.0,3.0,0.0,3.0,110325.66666666669,3.0,0.0,3.0,0.0,3.0,110325.66666666669,1.0,1.0
AbstractSMBJoinProc.java,41.0,4.0,27.0,10.0,4.0,2.0,48.0,48.0,4.0,1.0,0.0,0.0,11.0,0.0,12.0,12.0,0.0,12.0,24.0,0.0,2.0,7.0,3.0,51.0,537.0,61.0,335.0,134.0,201.0,141.0,134.0,175.0,227.0,109.0,163.0,47.0,12.0,2.0,3.0,0.0,0.0,"0,42",49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",1.0,3.0,62.0,78.0,6.0,5.0,0.0,5.0,5346.666666666667,6.0,0.0,6.0,0.0,6.0,5346.666666666667,1.2,1.0
AbstractSSHCommand.java,3.0,0.0,3.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,11.0,0.0,11.0,11.0,7.0,11.0,11.0,0.0,0.0,0.0,11.0,53.0,70.0,4.0,48.0,22.0,15.0,18.0,10.0,23.0,35.0,21.0,14.0,10.0,1.0,1.0,0.0,82.0,82.0,"0,38",11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
